category,column_name,count
null_blank,PRODUCT_ID,0
null_blank,PRICE,0
null_blank,QUANTITY,0
null_blank,DISCOUNT,1
duplicates,ALL_COLUMNS,0
duplicate_primary_keys,CUSTOMER_ID,0
outliers,PRODUCT_ID,0
outliers,PRICE,2
outliers,QUANTITY,1
outliers,DISCOUNT,1
invalid_dates,JOIN_DATE,0
invalid_emails,EMAIL,0
negative_values,AGE,0
negative_values,SALARY,0
special_characters,CUSTOMER_NAME,0
missing_mandatory_columns,STRUCTURE,0
datatype_violations,CUSTOMER_ID,0
datatype_violations,EMAIL,0
datatype_violations,AGE,0
datatype_violations,SALARY,0
datatype_violations,JOIN_DATE,0
datatype_violations,COUNTRY_CODE,0
datatype_violations,STATUS,0
range_violations,AGE,0
range_violations,SALARY,0
pattern_violations,EMAIL,0
pattern_violations,COUNTRY_CODE,0
pattern_violations,STATUS,0
allowed_value_violations,STATUS,0
allowed_value_violations,COUNTRY_CODE,0
referential_integrity,REFERENCE,0
business_rule_violations,active_customer_should_have_join_date,0
